Time_ID,Hour,Minute
0,1000,00
1,1100,00
2,200,00
3,400,00
4,900,00
5,900,30
6,600,00
7,1000,30
8,500,30
9,1200,00
10,700,00
11,1100,30
12,100,00
13,800,15
14,800,00
15,400,50
16,100,15
17,1200,01
18,300,36
19,400,30
20,800,30
21,200,20
22,1000,10
23,1100,45
24,300,00
25,1100,07
26,1100,55
27,800,23
28,400,20
29,400,24
30,700,45
31,100,20
32,100,30
33,400,40
34,1200,30
35,200,55
36,300,30
37,700,30
38,1100,46
39,1200,25
40,1000,50
41,1100,35
42,1200,10
43,700,16
44,300,15
45,200,30
46,1200,20
47,1100,10
48,1200,34
49,900,07
50,1000,12
51,600,45
52,800,05
53,700,50
54,600,30
55,500,00
56,600,40
57,700,04
58,400,22
59,300,53
60,100,12
61,900,05
62,1200,50
63,900,40
64,900,50
65,700,15
66,700,05
67,100,50
68,1200,05
69,1100,06
70,1000,28
71,1000,27
72,900,45
73,1000,45
74,500,35
75,300,25
76,100,45
77,200,40
78,200,26
79,300,45
80,1200,11
81,100,40
82,1100,19
83,700,10
84,700,35
85,400,15
86,500,32
87,100,10
88,300,54
89,300,50
90,500,20
91,300,20
92,1200,45
93,1100,32
94,600,15
95,600,20
96,100,35
97,600,50
98,800,16
99,900,20
100,600,28
101,200,45
102,500,25
103,400,05
104,500,15
105,200,29
106,200,50
107,500,37
108,400,17
109,200,27
110,1200,35
111,800,50
112,900,44
113,800,25
114,900,12
115,300,05
116,500,50
117,400,39
118,100,25
119,200,15
120,700,25
121,300,41
122,200,10
123,400,10
124,200,52
125,1000,40
126,500,19
127,500,45
128,400,44
129,700,52
130,1200,33
131,1200,55
132,500,10
133,300,10
134,200,05
135,1000,34
136,1200,19
137,1100,15
138,800,57
139,900,02
140,800,10
141,1000,15
142,900,01
143,1000,55
144,1200,15
145,1100,43
146,800,45
147,1000,41
148,1200,07
149,1000,58
150,900,10
151,1000,20
152,600,10
153,800,40
154,600,55
155,400,55
156,300,40
157,900,29
158,800,04
159,800,24
160,800,14
161,300,11
162,1200,14
163,700,26
164,400,09
165,200,58
166,600,41
167,900,03
168,900,15
169,700,34
170,200,37
171,1200,40
172,700,28
173,1000,37
174,1000,42
175,100,09
176,400,03
177,1100,20
178,300,14
179,500,46
180,1200,03
181,200,18
182,800,20
183,700,40
184,800,02
185,500,52
186,900,35
187,100,05
188,800,55
189,100,34
190,400,23
191,100,29
192,100,16
193,600,35
194,700,13
195,500,09
196,800,59
197,200,09
198,300,18
199,1200,54
200,1000,48
201,600,17
202,400,28
203,400,47
204,400,45
205,400,41
206,900,47
207,900,54
208,1000,25
209,800,29
210,400,35
211,500,06
212,500,34
213,600,05
214,300,34
215,1200,49
216,100,18
217,900,27
218,200,02
219,1000,24
220,500,40
221,600,02
222,200,21
223,900,32
224,700,12
225,500,07
226,600,06
227,400,08
228,300,22
229,200,56
230,100,33
231,100,39
232,300,32
233,700,32
234,1000,17
235,900,38
236,1200,18
237,500,55
238,200,44
239,1200,56
240,800,53
241,1000,05
242,200,35
243,800,12
244,100,11
245,1000,47
246,1200,24
247,800,49
248,300,38
249,1200,37
250,500,14
251,900,22
252,1100,24
253,300,07
254,1000,21
255,400,19
256,200,07
257,500,23
258,300,43
259,400,04
260,1100,40
261,200,17
262,900,16
263,600,25
264,400,32
265,1100,29
266,400,02
267,200,16
268,1200,53
269,100,53
270,1100,26
271,1000,23
272,600,46
273,100,17
274,1100,21
275,600,32
276,1200,13
277,600,42
278,800,22
279,900,42
280,900,59
281,600,59
282,100,26
283,900,25
284,300,16
285,1100,13
286,1100,31
287,600,08
288,800,21
289,700,11
290,500,05
291,300,35
292,700,41
293,600,07
294,1200,17
295,900,43
296,1100,04
297,700,20
298,400,16
299,700,17
300,200,57
301,1100,41
302,700,58
303,600,03
304,100,19
305,900,51
306,100,51
307,1200,31
308,1000,49
309,900,34
310,200,31
311,200,24
312,100,54
313,700,55
314,300,12
315,1200,42
316,400,01
317,1000,35
318,100,03
319,300,51
320,1100,50
321,1000,32
322,1100,54
323,700,44
324,700,18
325,500,42
326,400,48
327,1100,05
328,1000,29
329,600,29
330,1100,01
331,600,37
332,1000,08
333,1200,27
334,500,11
335,900,55
336,400,37
337,1000,18
338,700,42
339,300,56
340,300,01
341,200,25
342,1100,18
343,800,35
344,200,22
345,900,04
346,700,36
347,300,17
348,900,56
349,700,51
350,700,46
351,500,41
352,1200,59
353,200,51
354,1200,46
355,200,11
356,1000,33
357,1000,22
358,900,09
359,500,58
360,1200,09
361,500,02
362,1100,42
363,300,33
364,100,49
365,100,52
366,1100,47
367,700,09
368,700,49
369,500,27
370,300,57
371,200,47
372,700,53
373,900,53
374,700,38
375,800,07
376,1100,14
377,200,38
378,300,27
379,1000,26
380,1000,36
381,700,21
382,300,52
383,900,33
384,1200,28
385,1100,25
386,400,11
387,500,24
388,200,34
389,1200,57
390,1000,39
391,600,47
392,500,47
393,500,22
394,1200,21
395,100,48
396,100,01
397,900,46
398,800,18
399,600,34
400,400,18
401,1100,58
402,1200,41
403,400,38
404,1000,56
405,500,38
406,1200,23
407,1200,04
408,100,06
409,200,06
410,100,07
411,700,06
412,900,48
413,600,23
414,1000,09
415,100,46
416,700,57
417,1100,33
418,100,27
419,1200,08
420,900,21
421,500,44
422,800,13
423,200,48
424,100,55
425,1000,51
426,500,28
427,1100,11
428,600,56
429,800,32
430,300,47
431,500,59
432,1200,22
433,600,19
434,800,58
435,1000,14
436,1200,12
437,1200,32
438,400,52
439,800,41
440,800,46
441,100,28
442,900,57
443,400,26
444,500,03
445,400,25
446,600,24
447,100,44
448,200,28
449,500,21
450,1100,23
451,100,22
452,200,04
453,300,46
454,100,37
455,200,33
456,1200,02
457,1000,19
458,1000,03
459,700,01
460,700,24
461,400,21
462,1200,16
463,700,14
464,1100,08
465,900,31
466,700,03
467,700,33
468,300,55
469,500,39
470,1000,16
471,1200,51
472,500,29
473,500,56
474,1100,52
475,700,22
476,400,54
477,700,43
478,1200,48
479,800,08
480,700,08
481,1100,22
482,400,29
483,1000,38
484,900,06
485,1100,59
486,600,48
487,800,37
488,800,42
489,600,36
490,800,44
491,100,13
492,1100,56
493,700,54
494,500,43
495,100,31
496,300,31
497,1100,44
498,100,47
499,100,02
500,900,52
501,1000,01
502,800,19
503,100,08
504,900,19
505,900,13
506,500,48
507,800,33
508,500,33
509,400,14
510,100,43
511,1000,52
512,800,31
513,500,53
514,1000,44
515,800,47
516,800,38
517,1100,09
518,900,36
519,800,56
520,700,29
521,600,58
522,600,18
523,300,08
524,200,08
525,1000,07
526,900,58
527,600,52
528,400,51
529,700,19
530,800,01
531,900,39
532,1100,38
533,600,44
534,200,39
535,200,53
536,1000,53
537,100,14
538,900,41
539,800,51
540,1100,12
541,1000,04
542,400,58
543,400,42
544,1000,57
545,800,17
546,400,36
547,200,12
548,1100,34
549,600,22
550,300,44
551,500,01
552,500,17
553,100,38
554,1000,43
555,800,52
556,700,56
557,300,23
558,1100,48
559,400,33
560,1200,36
561,800,28
562,1100,51
563,1000,02
564,900,28
565,700,39
566,200,42
567,800,06
568,700,37
569,300,03
570,300,06
571,200,41
572,800,11
573,200,23
574,300,24
575,800,26
576,800,03
577,600,53
578,100,41
579,1200,52
580,400,34
581,500,26
582,600,04
583,500,04
584,1100,28
585,100,21
586,800,43
587,1200,38
588,1000,06
589,500,49
590,500,12
591,500,51
592,1200,44
593,500,31
594,800,36
595,200,32
596,1200,06
597,100,23
598,1100,36
599,400,53
600,400,06
601,400,43
602,900,14
603,900,23
604,300,19
605,1200,47
606,600,21
607,400,31
608,400,46
609,700,48
610,900,08
611,600,57
612,400,57
613,600,27
614,1000,13
615,500,16
616,300,02
617,600,26
618,900,26
619,1100,37
620,200,36
621,100,04
622,800,39
623,300,28
624,1000,59
625,100,36
626,400,12
627,400,27
628,1200,58
629,1200,43
630,1000,46
631,600,38
632,100,56
633,200,01
634,300,42
635,400,13
636,100,59
637,800,48
638,600,51
639,800,54
640,1100,16
641,800,34
642,500,57
643,400,07
644,600,43
645,700,31
646,1000,54
647,600,14
648,300,39
649,1100,03
650,300,29
651,600,16
652,100,42
653,500,18
654,300,49
655,300,26
656,300,37
657,700,59
658,600,54
659,1100,39
660,900,17
661,200,13
662,900,49
663,100,57
664,1100,27
665,200,46
666,600,39
667,700,23
668,200,59
669,200,03
670,1200,29
671,1100,02
672,700,02
673,1200,39
674,100,24
675,800,09
676,300,21
677,300,09
678,100,58
679,1100,49
680,300,04
681,700,07
682,400,56
683,300,13
684,300,59
685,1100,53
686,300,58
687,1000,11
688,400,49
689,900,24
690,600,09
691,600,33
692,600,31
693,700,27
694,300,48
695,100,32
696,200,19
697,1100,57
698,1000,31
699,500,54
700,500,13
701,200,14
702,900,37
703,600,13
704,1100,17
705,1200,26
706,700,47
707,900,11
708,900,18
709,800,27
710,500,36
711,200,43
712,600,11
713,200,49
714,500,08
715,600,12
716,600,01
717,400,59
